participant_id,attention1,attention2,slider1,slider2,response1,response2,response3,response4,demographics,first_person_prime_1,first_person_prime_2,first_person_prime_3,first_person_prime_4,first_person_prime_5,first_person_prime_6,first_person_prime_7,first_person_prime_8,first_person_prime_9,first_person_prime_10,first_person_prime_11,first_person_prime_12,first_person_prime_13,first_person_prime_14,first_person_prime_15,first_person_prime_16,first_person_prime_17,first_person_prime_18,first_person_prime_19,first_person_prime_20,first_person_prime_21,first_person_prime_22,first_person_prime_23,first_person_prime_24,first_person_prime_25,first_person_prime_26,first_person_prime_27,first_person_prime_28,first_person_prime_29,first_person_prime_30,first_person_prime_31,first_person_prime_32,first_person_prime_33,first_person_prime_34,first_person_choice_1,first_person_choice_2,first_person_choice_3,first_person_choice_4,first_person_choice_5,first_person_choice_6,first_person_choice_7,first_person_choice_8,first_person_choice_9,first_person_choice_10,first_person_choice_11,first_person_choice_12,first_person_choice_13,first_person_choice_14,first_person_choice_15,first_person_choice_16,first_person_choice_17,first_person_choice_18,first_person_choice_19,first_person_choice_20,first_person_choice_21,first_person_choice_22,first_person_choice_23,first_person_choice_24,first_person_choice_25,first_person_choice_26,first_person_choice_27,first_person_choice_28,first_person_choice_29,first_person_choice_30,first_person_choice_31,first_person_choice_32,first_person_choice_33,first_person_choice_34,first_person_influenced_1,first_person_influenced_2,first_person_influenced_3,first_person_influenced_4,first_person_influenced_5,first_person_influenced_6,first_person_influenced_7,first_person_influenced_8,first_person_influenced_9,first_person_influenced_10,first_person_influenced_11,first_person_influenced_12,first_person_influenced_13,first_person_influenced_14,first_person_influenced_15,first_person_influenced_16,first_person_influenced_17,first_person_influenced_18,first_person_influenced_19,first_person_influenced_20,first_person_influenced_21,first_person_influenced_22,first_person_influenced_23,first_person_influenced_24,first_person_influenced_25,first_person_influenced_26,first_person_influenced_27,first_person_influenced_28,first_person_influenced_29,first_person_influenced_30,first_person_influenced_31,first_person_influenced_32,first_person_influenced_33,first_person_influenced_34,third_person_prime_1,third_person_prime_2,third_person_prime_3,third_person_prime_4,third_person_prime_5,third_person_prime_6,third_person_prime_7,third_person_prime_8,third_person_prime_9,third_person_prime_10,third_person_prime_11,third_person_prime_12,third_person_prime_13,third_person_prime_14,third_person_prime_15,third_person_prime_16,third_person_prime_17,third_person_prime_18,third_person_prime_19,third_person_prime_20,third_person_prime_21,third_person_prime_22,third_person_prime_23,third_person_prime_24,third_person_prime_25,third_person_prime_26,third_person_prime_27,third_person_prime_28,third_person_prime_29,third_person_prime_30,third_person_prime_31,third_person_prime_32,third_person_prime_33,third_person_prime_34,third_person_prime_35,third_person_prime_36,third_person_choice_1,third_person_choice_2,third_person_choice_3,third_person_choice_4,third_person_choice_5,third_person_choice_6,third_person_choice_7,third_person_choice_8,third_person_choice_9,third_person_choice_10,third_person_choice_11,third_person_choice_12,third_person_choice_13,third_person_choice_14,third_person_choice_15,third_person_choice_16,third_person_choice_17,third_person_choice_18,third_person_choice_19,third_person_choice_20,third_person_choice_21,third_person_choice_22,third_person_choice_23,third_person_choice_24,third_person_choice_25,third_person_choice_26,third_person_choice_27,third_person_choice_28,third_person_choice_29,third_person_choice_30,third_person_choice_31,third_person_choice_32,third_person_choice_33,third_person_choice_34,third_person_choice_35,third_person_choice_36,third_person_influenced_1,third_person_influenced_2,third_person_influenced_3,third_person_influenced_4,third_person_influenced_5,third_person_influenced_6,third_person_influenced_7,third_person_influenced_8,third_person_influenced_9,third_person_influenced_10,third_person_influenced_11,third_person_influenced_12,third_person_influenced_13,third_person_influenced_14,third_person_influenced_15,third_person_influenced_16,third_person_influenced_17,third_person_influenced_18,third_person_influenced_19,third_person_influenced_20,third_person_influenced_21,third_person_influenced_22,third_person_influenced_23,third_person_influenced_24,third_person_influenced_25,third_person_influenced_26,third_person_influenced_27,third_person_influenced_28,third_person_influenced_29,third_person_influenced_30,third_person_influenced_31,third_person_influenced_32,third_person_influenced_33,third_person_influenced_34,third_person_influenced_35,third_person_influenced_36
2s0b60be,"{""Q0"":""i1""}","{""Q0"":""e0""}",78,70,"{""Q0"":""tried to concentrate on the painting and not the preceeding photo""}","{""Q0"":""If I would have done the same""}","{""Q0"":""they were the same""}","{""Q0"":""no sure how I did""}","{""citizenship"":""United Kingdom"",""gender"":""Male"",""age"":""69""}",unpleasant,pleasant,unpleasant,unpleasant,pleasant,pleasant,pleasant,pleasant,pleasant,pleasant,unpleasant,pleasant,unpleasant,pleasant,unpleasant,unpleasant,pleasant,unpleasant,pleasant,unpleasant,unpleasant,pleasant,unpleasant,pleasant,unpleasant,pleasant,unpleasant,unpleasant,pleasant,pleasant,unpleasant,pleasant,unpleasant,unpleasant,unpleasant,pleasant,pleasant,unpleasant,pleasant,pleasant,unpleasant,pleasant,unpleasant,pleasant,pleasant,pleasant,unpleasant,pleasant,unpleasant,unpleasant,pleasant,unpleasant,pleasant,unpleasant,unpleasant,pleasant,pleasant,pleasant,unpleasant,pleasant,pleasant,unpleasant,pleasant,pleasant,unpleasant,pleasant,unpleasant,unpleasant,not_influenced,not_influenced,influenced,not_influenced,not_influenced,not_influenced,not_influenced,influenced,not_influenced,influenced,influenced,not_influenced,not_influenced,not_influenced,influenced,not_influenced,not_influenced,not_influenced,not_influenced,not_influenced,influenced,not_influenced,influenced,not_influenced,not_influenced,influenced,influenced,not_influenced,not_influenced,influenced,not_influenced,influenced,not_influenced,not_influenced,unpleasant,unpleasant,pleasant,pleasant,pleasant,pleasant,pleasant,pleasant,pleasant,unpleasant,unpleasant,unpleasant,unpleasant,unpleasant,pleasant,unpleasant,pleasant,pleasant,pleasant,unpleasant,pleasant,unpleasant,unpleasant,pleasant,unpleasant,pleasant,unpleasant,unpleasant,unpleasant,unpleasant,pleasant,pleasant,pleasant,unpleasant,unpleasant,pleasant,unpleasant,unpleasant,pleasant,pleasant,pleasant,pleasant,pleasant,pleasant,unpleasant,pleasant,pleasant,pleasant,pleasant,unpleasant,pleasant,pleasant,pleasant,pleasant,pleasant,unpleasant,unpleasant,unpleasant,pleasant,pleasant,unpleasant,pleasant,unpleasant,pleasant,pleasant,unpleasant,pleasant,unpleasant,pleasant,unpleasant,pleasant,pleasant,influenced,influenced,influenced,not_influenced,not_influenced,influenced,influenced,not_influenced,not_influenced,influenced,influenced,influenced,influenced,influenced,influenced,not_influenced,influenced,influenced,not_influenced,influenced,influenced,not_influenced,not_influenced,not_influenced,influenced,not_influenced,not_influenced,not_influenced,not_influenced,not_influenced,not_influenced,not_influenced,influenced,not_influenced,not_influenced,not_influenced
30f31afm,"{""Q0"":""I1""}","{""Q0"":""E0""}",10,13,"{""Q0"":""I focused on the colors on the abstract painting and responded according to my tastes, so I believe I mostly avoided being influenced by the first picture. As such, I pressed 0 for most pairs if not all.""}","{""Q0"":""I assumed they were also asked to focus on the 2nd picture and responded according to their tastes, so I pressed 0 for most (though some times our tastes differed so much I had my doubts, haha).""}","{""Q0"":""They were similar on most aspects, though in the other participant's case I was unsure about their judgment, so to speak.""}","{""Q0"":""There is a question asking about \""our xyz\"" when (I suppose) it refers to the participant's xyz, I was confused for a moment thinking it was asking about the resarch team.""}","{""citizenship"":""Spain"",""gender"":""F"",""age"":""36""}",pleasant,unpleasant,pleasant,unpleasant,pleasant,pleasant,unpleasant,pleasant,pleasant,unpleasant,unpleasant,unpleasant,pleasant,unpleasant,pleasant,unpleasant,pleasant,pleasant,unpleasant,unpleasant,pleasant,pleasant,unpleasant,pleasant,unpleasant,unpleasant,pleasant,unpleasant,unpleasant,unpleasant,pleasant,unpleasant,pleasant,pleasant,pleasant,pleasant,unpleasant,pleasant,unpleasant,unpleasant,unpleasant,pleasant,unpleasant,pleasant,pleasant,pleasant,pleasant,pleasant,unpleasant,pleasant,unpleasant,unpleasant,pleasant,pleasant,pleasant,pleasant,pleasant,unpleasant,unpleasant,pleasant,pleasant,pleasant,pleasant,unpleasant,pleasant,pleasant,pleasant,pleasant,influenced,influenced,influenced,influenced,influenced,influenced,influenced,influenced,influenced,influenced,influenced,influenced,influenced,influenced,influenced,influenced,influenced,influenced,influenced,influenced,influenced,influenced,influenced,influenced,influenced,influenced,influenced,influenced,influenced,influenced,influenced,influenced,influenced,influenced,unpleasant,pleasant,unpleasant,pleasant,unpleasant,pleasant,unpleasant,unpleasant,unpleasant,pleasant,pleasant,unpleasant,pleasant,pleasant,pleasant,unpleasant,pleasant,pleasant,unpleasant,unpleasant,unpleasant,unpleasant,unpleasant,pleasant,pleasant,unpleasant,pleasant,unpleasant,pleasant,unpleasant,unpleasant,pleasant,pleasant,pleasant,pleasant,unpleasant,pleasant,pleasant,pleasant,pleasant,unpleasant,pleasant,pleasant,pleasant,pleasant,pleasant,pleasant,pleasant,pleasant,pleasant,pleasant,pleasant,pleasant,pleasant,unpleasant,pleasant,pleasant,pleasant,pleasant,pleasant,pleasant,pleasant,pleasant,pleasant,pleasant,pleasant,pleasant,pleasant,unpleasant,pleasant,pleasant,pleasant,influenced,influenced,influenced,influenced,not_influenced,not_influenced,influenced,influenced,influenced,influenced,influenced,influenced,influenced,influenced,influenced,influenced,influenced,influenced,influenced,influenced,influenced,influenced,influenced,influenced,influenced,influenced,influenced,influenced,influenced,influenced,influenced,influenced,influenced,influenced,influenced,influenced
5cyxjn7u,"{""Q0"":""I, 1""}","{""Q0"":""E, 0""}",61,73,"{""Q0"":""I tried to not think much about the real life image and focused on abstract painting if they look good or not""}","{""Q0"":""I focused on the abstract images ignoring the real life images to know if it was good to me or not. If it matched with my opinion then I pressed '0'. But, if it didn't then I judged the real life images to check if it can influence the decision and answered accordingly.""}","{""Q0"":""Yes. For other participant, when my opinion didn't match with him, I tried to judge by remembering the real life images to check if somehow those influenced the decision. \nFor me, I kind of ignored the real life images and only focused on the abstract painting.""}","{""Q0"":""NA""}","{""citizenship"":""India"",""gender"":""Female"",""age"":""21""}",unpleasant,unpleasant,pleasant,pleasant,pleasant,pleasant,unpleasant,unpleasant,unpleasant,pleasant,unpleasant,unpleasant,pleasant,pleasant,pleasant,pleasant,unpleasant,pleasant,unpleasant,unpleasant,unpleasant,pleasant,unpleasant,unpleasant,pleasant,unpleasant,pleasant,unpleasant,pleasant,pleasant,pleasant,pleasant,unpleasant,unpleasant,unpleasant,unpleasant,unpleasant,unpleasant,unpleasant,unpleasant,pleasant,pleasant,unpleasant,unpleasant,pleasant,unpleasant,unpleasant,unpleasant,unpleasant,unpleasant,unpleasant,unpleasant,unpleasant,unpleasant,unpleasant,pleasant,pleasant,unpleasant,unpleasant,unpleasant,pleasant,unpleasant,unpleasant,unpleasant,pleasant,unpleasant,pleasant,pleasant,influenced,influenced,influenced,influenced,influenced,influenced,influenced,influenced,influenced,influenced,influenced,influenced,influenced,not_influenced,influenced,influenced,influenced,influenced,influenced,influenced,influenced,influenced,influenced,influenced,not_influenced,influenced,influenced,influenced,influenced,influenced,influenced,not_influenced,influenced,influenced,unpleasant,unpleasant,pleasant,pleasant,unpleasant,pleasant,pleasant,unpleasant,unpleasant,pleasant,pleasant,pleasant,pleasant,unpleasant,unpleasant,pleasant,pleasant,unpleasant,unpleasant,pleasant,unpleasant,unpleasant,pleasant,unpleasant,pleasant,unpleasant,pleasant,pleasant,pleasant,unpleasant,unpleasant,pleasant,unpleasant,unpleasant,pleasant,unpleasant,pleasant,pleasant,unpleasant,unpleasant,unpleasant,pleasant,pleasant,unpleasant,unpleasant,pleasant,pleasant,pleasant,pleasant,pleasant,unpleasant,pleasant,unpleasant,pleasant,unpleasant,pleasant,pleasant,unpleasant,pleasant,pleasant,pleasant,unpleasant,pleasant,pleasant,unpleasant,unpleasant,pleasant,pleasant,pleasant,pleasant,unpleasant,unpleasant,influenced,not_influenced,influenced,influenced,influenced,influenced,influenced,not_influenced,influenced,influenced,influenced,influenced,influenced,not_influenced,not_influenced,not_influenced,influenced,influenced,influenced,influenced,influenced,influenced,influenced,influenced,influenced,influenced,not_influenced,not_influenced,influenced,not_influenced,influenced,not_influenced,not_influenced,influenced,not_influenced,influenced
6hsz3qdx,"{""Q0"":""I 1""}","{""Q0"":""E 0""}",NA,98,"{""Q0"":""I was fully focused so that i can see if the pictures looked good and safe, if they did then they are pleasant.""}","{""Q0"":""I used the same method and checked whether the pictures are safe and look good""}","{""Q0"":""they were similar and the pictures almost look the same as the ones I did""}","{""Q0"":""NA""}","{""citizenship"":""South Africa"",""gender"":""Male"",""age"":""36""}",pleasant,unpleasant,unpleasant,pleasant,pleasant,pleasant,pleasant,unpleasant,unpleasant,unpleasant,pleasant,pleasant,unpleasant,unpleasant,unpleasant,unpleasant,pleasant,pleasant,unpleasant,unpleasant,pleasant,unpleasant,unpleasant,pleasant,unpleasant,pleasant,unpleasant,pleasant,unpleasant,pleasant,unpleasant,pleasant,pleasant,pleasant,pleasant,unpleasant,pleasant,pleasant,pleasant,pleasant,pleasant,pleasant,unpleasant,pleasant,pleasant,pleasant,pleasant,unpleasant,pleasant,pleasant,pleasant,pleasant,pleasant,unpleasant,pleasant,unpleasant,pleasant,pleasant,pleasant,pleasant,unpleasant,pleasant,pleasant,pleasant,pleasant,pleasant,pleasant,pleasant,not_influenced,not_influenced,not_influenced,not_influenced,not_influenced,not_influenced,not_influenced,not_influenced,not_influenced,not_influenced,not_influenced,not_influenced,not_influenced,not_influenced,not_influenced,not_influenced,not_influenced,not_influenced,not_influenced,not_influenced,not_influenced,not_influenced,not_influenced,not_influenced,not_influenced,not_influenced,not_influenced,not_influenced,not_influenced,not_influenced,not_influenced,not_influenced,not_influenced,not_influenced,pleasant,pleasant,pleasant,unpleasant,pleasant,pleasant,unpleasant,pleasant,pleasant,pleasant,pleasant,unpleasant,pleasant,unpleasant,unpleasant,unpleasant,unpleasant,unpleasant,pleasant,unpleasant,unpleasant,unpleasant,unpleasant,unpleasant,unpleasant,pleasant,unpleasant,pleasant,unpleasant,pleasant,unpleasant,pleasant,pleasant,pleasant,unpleasant,pleasant,unpleasant,unpleasant,unpleasant,unpleasant,unpleasant,unpleasant,unpleasant,unpleasant,unpleasant,unpleasant,unpleasant,unpleasant,unpleasant,unpleasant,unpleasant,unpleasant,unpleasant,unpleasant,unpleasant,unpleasant,unpleasant,unpleasant,unpleasant,unpleasant,unpleasant,unpleasant,unpleasant,unpleasant,unpleasant,unpleasant,unpleasant,unpleasant,unpleasant,unpleasant,unpleasant,unpleasant,influenced,influenced,not_influenced,not_influenced,influenced,influenced,not_influenced,influenced,influenced,influenced,influenced,not_influenced,influenced,influenced,not_influenced,influenced,not_influenced,influenced,influenced,not_influenced,influenced,influenced,influenced,not_influenced,not_influenced,influenced,influenced,influenced,not_influenced,influenced,influenced,influenced,influenced,influenced,not_influenced,influenced
6lc0n8as,"{""Q0"":""I, 0""}","{""Q0"":""E, 1""}",63,62,"{""Q0"":""I WAS LOOKING AT THE PAITINGS CAREFULLY BEFORE DECIDING""}","{""Q0"":""AFTER SEEINGVTHE PAINTING""}","{""Q0"":""THEY WERE SIMILAR""}","{""Q0"":""NO""}","{""citizenship"":""SOUTH AFRICA"",""gender"":""MALE"",""age"":""65""}",unpleasant,unpleasant,pleasant,unpleasant,pleasant,unpleasant,pleasant,pleasant,pleasant,pleasant,pleasant,unpleasant,pleasant,unpleasant,unpleasant,unpleasant,pleasant,pleasant,pleasant,unpleasant,unpleasant,unpleasant,pleasant,pleasant,unpleasant,unpleasant,unpleasant,pleasant,unpleasant,pleasant,pleasant,unpleasant,unpleasant,pleasant,unpleasant,pleasant,unpleasant,unpleasant,unpleasant,unpleasant,unpleasant,pleasant,pleasant,pleasant,pleasant,unpleasant,pleasant,pleasant,unpleasant,unpleasant,unpleasant,unpleasant,unpleasant,unpleasant,pleasant,pleasant,unpleasant,pleasant,unpleasant,unpleasant,unpleasant,unpleasant,unpleasant,unpleasant,unpleasant,unpleasant,unpleasant,pleasant,not_influenced,influenced,not_influenced,not_influenced,not_influenced,not_influenced,not_influenced,influenced,influenced,influenced,influenced,not_influenced,influenced,influenced,not_influenced,not_influenced,not_influenced,not_influenced,not_influenced,not_influenced,influenced,influenced,not_influenced,influenced,not_influenced,not_influenced,not_influenced,not_influenced,not_influenced,not_influenced,not_influenced,not_influenced,not_influenced,influenced,pleasant,pleasant,pleasant,unpleasant,pleasant,unpleasant,pleasant,unpleasant,unpleasant,pleasant,pleasant,unpleasant,unpleasant,unpleasant,pleasant,unpleasant,pleasant,unpleasant,unpleasant,pleasant,pleasant,unpleasant,pleasant,unpleasant,pleasant,pleasant,unpleasant,pleasant,unpleasant,unpleasant,unpleasant,pleasant,unpleasant,pleasant,pleasant,unpleasant,pleasant,unpleasant,pleasant,pleasant,pleasant,pleasant,pleasant,pleasant,pleasant,pleasant,pleasant,unpleasant,pleasant,pleasant,pleasant,pleasant,unpleasant,pleasant,pleasant,pleasant,pleasant,unpleasant,unpleasant,unpleasant,pleasant,pleasant,pleasant,pleasant,pleasant,pleasant,unpleasant,unpleasant,pleasant,unpleasant,pleasant,unpleasant,not_influenced,not_influenced,influenced,influenced,influenced,influenced,influenced,not_influenced,not_influenced,not_influenced,not_influenced,not_influenced,not_influenced,not_influenced,not_influenced,not_influenced,not_influenced,not_influenced,influenced,influenced,influenced,influenced,influenced,influenced,influenced,not_influenced,influenced,influenced,influenced,not_influenced,not_influenced,not_influenced,not_influenced,not_influenced,influenced,not_influenced
6rufptaj,"{""Q0"":""I ,0""}","{""Q0"":""E ,1""}",67,60,"{""Q0"":""NO STRATEGY""}","{""Q0"":""NO STRATEGY""}","{""Q0"":""THEY DIDNT DIFFER""}","{""Q0"":""NO""}","{""citizenship"":""SOUTH AFRICA"",""gender"":""MALE"",""age"":""32""}",unpleasant,unpleasant,pleasant,unpleasant,pleasant,unpleasant,pleasant,pleasant,unpleasant,unpleasant,pleasant,unpleasant,unpleasant,unpleasant,pleasant,pleasant,pleasant,pleasant,pleasant,pleasant,pleasant,pleasant,unpleasant,unpleasant,unpleasant,unpleasant,unpleasant,unpleasant,pleasant,pleasant,pleasant,unpleasant,pleasant,unpleasant,unpleasant,unpleasant,pleasant,pleasant,pleasant,pleasant,unpleasant,unpleasant,pleasant,unpleasant,pleasant,unpleasant,unpleasant,unpleasant,pleasant,pleasant,pleasant,pleasant,unpleasant,unpleasant,unpleasant,unpleasant,pleasant,unpleasant,pleasant,pleasant,unpleasant,unpleasant,pleasant,pleasant,pleasant,pleasant,unpleasant,unpleasant,not_influenced,not_influenced,influenced,influenced,influenced,influenced,not_influenced,not_influenced,influenced,not_influenced,influenced,not_influenced,not_influenced,not_influenced,influenced,influenced,influenced,influenced,not_influenced,not_influenced,not_influenced,not_influenced,influenced,not_influenced,influenced,influenced,not_influenced,not_influenced,influenced,influenced,influenced,influenced,not_influenced,not_influenced,pleasant,unpleasant,pleasant,pleasant,unpleasant,unpleasant,pleasant,pleasant,unpleasant,pleasant,pleasant,unpleasant,pleasant,pleasant,pleasant,unpleasant,pleasant,pleasant,unpleasant,unpleasant,pleasant,unpleasant,unpleasant,pleasant,unpleasant,unpleasant,pleasant,unpleasant,unpleasant,pleasant,unpleasant,pleasant,unpleasant,unpleasant,unpleasant,pleasant,unpleasant,unpleasant,unpleasant,unpleasant,unpleasant,unpleasant,unpleasant,unpleasant,unpleasant,unpleasant,unpleasant,unpleasant,unpleasant,unpleasant,unpleasant,unpleasant,unpleasant,unpleasant,unpleasant,unpleasant,unpleasant,unpleasant,unpleasant,unpleasant,unpleasant,unpleasant,unpleasant,unpleasant,unpleasant,unpleasant,unpleasant,unpleasant,unpleasant,unpleasant,unpleasant,unpleasant,not_influenced,not_influenced,influenced,influenced,not_influenced,not_influenced,not_influenced,not_influenced,not_influenced,influenced,influenced,influenced,influenced,influenced,influenced,influenced,not_influenced,influenced,not_influenced,not_influenced,influenced,not_influenced,not_influenced,not_influenced,not_influenced,not_influenced,not_influenced,not_influenced,not_influenced,influenced,influenced,influenced,influenced,influenced,influenced,not_influenced
747umcnr,"{""Q0"":""I, 1""}","{""Q0"":""E, 0""}",59,61,"{""Q0"":""I avoided to look at the 1st image""}","{""Q0"":""I compared the 1st image and the painting""}","{""Q0"":""they are different because with my ratings I only looked at paintings""}","{""Q0"":""no""}","{""citizenship"":""South Africa"",""gender"":""female"",""age"":""24""}",pleasant,unpleasant,unpleasant,unpleasant,pleasant,pleasant,unpleasant,unpleasant,pleasant,pleasant,pleasant,unpleasant,unpleasant,unpleasant,pleasant,unpleasant,unpleasant,pleasant,pleasant,unpleasant,unpleasant,pleasant,unpleasant,pleasant,unpleasant,pleasant,pleasant,unpleasant,pleasant,pleasant,unpleasant,pleasant,unpleasant,pleasant,pleasant,unpleasant,pleasant,pleasant,unpleasant,pleasant,pleasant,unpleasant,unpleasant,pleasant,pleasant,pleasant,pleasant,unpleasant,unpleasant,unpleasant,pleasant,unpleasant,pleasant,pleasant,unpleasant,pleasant,pleasant,pleasant,pleasant,unpleasant,pleasant,pleasant,unpleasant,pleasant,unpleasant,pleasant,unpleasant,pleasant,influenced,influenced,influenced,influenced,influenced,influenced,influenced,influenced,influenced,influenced,influenced,influenced,influenced,influenced,influenced,influenced,influenced,influenced,influenced,influenced,influenced,influenced,influenced,influenced,influenced,influenced,influenced,influenced,influenced,influenced,influenced,influenced,influenced,influenced,unpleasant,unpleasant,pleasant,pleasant,unpleasant,unpleasant,pleasant,pleasant,pleasant,pleasant,pleasant,unpleasant,unpleasant,pleasant,pleasant,unpleasant,unpleasant,unpleasant,unpleasant,pleasant,pleasant,unpleasant,pleasant,unpleasant,pleasant,unpleasant,pleasant,pleasant,pleasant,unpleasant,pleasant,pleasant,unpleasant,unpleasant,unpleasant,unpleasant,pleasant,pleasant,pleasant,pleasant,unpleasant,unpleasant,pleasant,pleasant,pleasant,pleasant,pleasant,pleasant,unpleasant,pleasant,unpleasant,pleasant,pleasant,pleasant,unpleasant,unpleasant,pleasant,pleasant,pleasant,unpleasant,pleasant,unpleasant,unpleasant,pleasant,pleasant,pleasant,pleasant,pleasant,pleasant,pleasant,pleasant,pleasant,influenced,not_influenced,influenced,influenced,not_influenced,not_influenced,influenced,influenced,not_influenced,influenced,influenced,not_influenced,influenced,not_influenced,influenced,not_influenced,influenced,not_influenced,influenced,not_influenced,influenced,not_influenced,influenced,not_influenced,influenced,not_influenced,influenced,influenced,influenced,influenced,not_influenced,influenced,influenced,not_influenced,influenced,influenced
8a6mst5o,"{""Q0"":""I,1""}","{""Q0"":""E, 0""}",65,75,"{""Q0"":""By evaluating how the quality of the picture that appeared before the painting.  ""}","{""Q0"":""By evaluating the quality of the first picture that come before the painting.""}","{""Q0"":""They differ, for me if the quality of the image influenced the painting pleasantness or unpleasantness, and it was not always the case on the other participant. ""}","{""Q0"":""No.""}","{""citizenship"":""South Africa"",""gender"":""Female"",""age"":""37""}",unpleasant,pleasant,unpleasant,unpleasant,pleasant,unpleasant,unpleasant,pleasant,pleasant,pleasant,unpleasant,unpleasant,unpleasant,pleasant,unpleasant,pleasant,unpleasant,unpleasant,pleasant,pleasant,pleasant,unpleasant,pleasant,unpleasant,pleasant,unpleasant,pleasant,unpleasant,pleasant,unpleasant,pleasant,unpleasant,pleasant,pleasant,unpleasant,unpleasant,unpleasant,pleasant,pleasant,pleasant,unpleasant,unpleasant,pleasant,unpleasant,unpleasant,unpleasant,pleasant,unpleasant,unpleasant,unpleasant,pleasant,pleasant,unpleasant,pleasant,unpleasant,unpleasant,pleasant,pleasant,unpleasant,unpleasant,unpleasant,unpleasant,pleasant,pleasant,pleasant,pleasant,pleasant,unpleasant,not_influenced,not_influenced,influenced,influenced,influenced,influenced,influenced,influenced,influenced,not_influenced,not_influenced,not_influenced,influenced,not_influenced,influenced,influenced,influenced,not_influenced,not_influenced,influenced,not_influenced,not_influenced,influenced,influenced,not_influenced,not_influenced,not_influenced,not_influenced,influenced,influenced,influenced,influenced,influenced,not_influenced,pleasant,unpleasant,pleasant,unpleasant,unpleasant,pleasant,pleasant,pleasant,pleasant,unpleasant,pleasant,unpleasant,unpleasant,unpleasant,unpleasant,unpleasant,unpleasant,unpleasant,pleasant,pleasant,pleasant,unpleasant,pleasant,pleasant,pleasant,unpleasant,unpleasant,pleasant,pleasant,pleasant,unpleasant,unpleasant,unpleasant,unpleasant,pleasant,pleasant,pleasant,pleasant,pleasant,pleasant,pleasant,pleasant,pleasant,pleasant,pleasant,pleasant,pleasant,pleasant,pleasant,pleasant,pleasant,pleasant,pleasant,pleasant,pleasant,pleasant,pleasant,pleasant,pleasant,pleasant,pleasant,pleasant,pleasant,pleasant,pleasant,pleasant,pleasant,pleasant,pleasant,pleasant,pleasant,pleasant,not_influenced,influenced,influenced,influenced,influenced,influenced,not_influenced,influenced,influenced,not_influenced,not_influenced,not_influenced,influenced,influenced,not_influenced,not_influenced,influenced,not_influenced,influenced,not_influenced,not_influenced,not_influenced,influenced,influenced,influenced,influenced,influenced,not_influenced,influenced,influenced,not_influenced,influenced,not_influenced,not_influenced,influenced,not_influenced
8ohkpdz8,"{""Q0"":""I,1""}","{""Q0"":""E,0""}",41,57,"{""Q0"":""I looked at how the pictures were presented""}","{""Q0"":""I checked how the pictures were presented together and if they correspond.""}","{""Q0"":""Not really""}","{""Q0"":""No""}","{""citizenship"":""South Africa"",""gender"":""Female"",""age"":""34""}",unpleasant,pleasant,pleasant,pleasant,pleasant,unpleasant,pleasant,unpleasant,unpleasant,pleasant,pleasant,pleasant,unpleasant,pleasant,unpleasant,pleasant,unpleasant,pleasant,pleasant,unpleasant,unpleasant,unpleasant,pleasant,unpleasant,unpleasant,unpleasant,unpleasant,pleasant,pleasant,pleasant,pleasant,unpleasant,unpleasant,unpleasant,unpleasant,pleasant,pleasant,pleasant,pleasant,pleasant,pleasant,unpleasant,unpleasant,pleasant,pleasant,pleasant,unpleasant,pleasant,unpleasant,pleasant,unpleasant,pleasant,pleasant,unpleasant,unpleasant,unpleasant,pleasant,unpleasant,unpleasant,unpleasant,unpleasant,pleasant,pleasant,pleasant,pleasant,unpleasant,unpleasant,unpleasant,influenced,influenced,influenced,influenced,influenced,influenced,not_influenced,influenced,influenced,influenced,influenced,influenced,influenced,influenced,influenced,influenced,not_influenced,influenced,influenced,not_influenced,influenced,influenced,influenced,influenced,influenced,not_influenced,influenced,influenced,influenced,influenced,not_influenced,influenced,influenced,not_influenced,unpleasant,pleasant,unpleasant,unpleasant,pleasant,pleasant,unpleasant,pleasant,pleasant,unpleasant,unpleasant,pleasant,pleasant,unpleasant,unpleasant,pleasant,unpleasant,pleasant,pleasant,pleasant,pleasant,unpleasant,pleasant,unpleasant,pleasant,unpleasant,unpleasant,pleasant,pleasant,pleasant,unpleasant,pleasant,unpleasant,unpleasant,unpleasant,unpleasant,pleasant,unpleasant,unpleasant,pleasant,pleasant,unpleasant,pleasant,unpleasant,pleasant,pleasant,pleasant,unpleasant,unpleasant,pleasant,pleasant,pleasant,unpleasant,pleasant,unpleasant,pleasant,pleasant,pleasant,pleasant,pleasant,unpleasant,unpleasant,unpleasant,unpleasant,unpleasant,unpleasant,unpleasant,unpleasant,pleasant,pleasant,pleasant,unpleasant,not_influenced,influenced,influenced,influenced,influenced,not_influenced,influenced,not_influenced,influenced,influenced,influenced,not_influenced,not_influenced,not_influenced,not_influenced,influenced,influenced,influenced,not_influenced,influenced,influenced,not_influenced,influenced,not_influenced,not_influenced,influenced,influenced,influenced,influenced,not_influenced,not_influenced,influenced,influenced,not_influenced,influenced,influenced
